Region,Site Name,Provenience,TRL Spec. No.,Species,Inside Date,Inside Suffix,Outside Date,Outside Suffix,Type of Date,TRLControl,Site No.
FourCorners,42SA23321,"Feature 2, loose logs, W wall log?",NBR-0449,PNN,781,,935,#NAME?,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs, W wall log?",NBR-0450,PNN,916,,1200,#NAME?,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 3?, loose logs",NBR-0445,JUN,1018,,1223,B inc.,Cutting,44W-139,
FourCorners,42SA23321,"Feature 3?, loose logs",NBR-0446,JUN,1064,p,1246,#NAME?,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 3?, loose logs",NBR-0447,JUN,1183,,1246,#NAME?,Non-Cutting,44W-139,
FourCorners,42SA23323,"Structure under overhang, E Wall? Wall log?",NBR-0440,JUN,885,,1216,vv,Non-Cutting,44W-138,
FourCorners,42SA23323,"Structure under overhang, E Wall? Wall log?",NBR-0442,PNN,952,,1129,vv,Non-Cutting,44W-138,
FourCorners,42SA23323,"Structure under overhang, loose log",NBR-0437,JUN,776,,935,vv,Non-Cutting,44W-138,
FourCorners,42SA23323,"Structure under overhang, loose log",NBR-0438,PNN,1011,,1236,vv,Non-Cutting,44W-138,
FourCorners,42SA23323,"Structure under overhang, loose log",NBR-0439,PNN,901,P,1157,vv,Non-Cutting,44W-138,
FourCorners,42SA23354,Log strucure under overhang,NBR-0366,PNN,712,,847,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0367,PNN,897,P,1125,#NAME?,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0368,PNN,1027,P,1121,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0369,PNN,946,,1118,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0370,PNN,935,,1154,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0371,PNN,912,P,1117,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0373,PNN,1001,,1155,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0374,PNN,993,P,1196,VV,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0375,PNN,1045,,1154,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0376,PNN,999,P,1091,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0377,PNN,845,P,1059,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0378,PNN,1072,P,1137,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0379,PNN,833,P,975,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0380,PNN,1011,P,1137,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0382,PNN,1060,,1141,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0383,PNN,844,P,1088,#NAME?,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0384,PNN,1003,P,1173,#NAME?,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0385,PNN,947,,1143,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0386,PNN,864,P,1111,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0387,PNN,1011,P,1158,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0388,PNN,866,+/-P,1028,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0389,PNN,897,P,1117,#NAME?,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0390,PNN,998,P,1083,vv,Non-Cutting,44W-137,
FourCorners,42SA23354,Log strucure under overhang,NBR-0393,PNN,914,P,1084,vv,Non-Cutting,44W-137,
FourCorners,42SA24852,"Feature 4, F 4L, XU 13",UWM-476,JUN,334,,581,#NAME?,Non-Cutting,44W-140,
FourCorners,42SA24852,"Feature 4, F 4P, XU 10",UWM-474,JUN,408,+/-p,543,#NAME?,Non-Cutting,44W-140,
FourCorners,42SA24852,"Feature 4, F 4Q, XU 10",UWM-478,JUN,421,,539,#NAME?,Non-Cutting,44W-140,
FourCorners,42SA24852,"Feature 4, F 4R, XU 10",UWM-477,JUN,401,+/-,595,vv,Non-Cutting,44W-140,
FourCorners,42SA24852,"Feature 4, XU 09",UWM-471,JUN,475,,584,vv,Non-Cutting,44W-140,
FourCorners,5DL002,2x2 Q50,BAR-016,PNN,504,p,647,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Feature 840,BAR-023,JUN,726,p,802,#NAME?,Non-Cutting,6V-212,
FourCorners,5DL002,Feature 841,BAR-024,JUN,744,p,801,r,Cutting,6V-212,
FourCorners,5DL002,Pit Structure 2,BAR-012,PNN,722,,775,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Pit Structure 2,BAR-013,PNN,507,fp,590,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Pit Structure 2,BAR-015,PNN,769,p,842,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Room 6,BAR-018,JUN,598,fp,783,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Room 7,BAR-021,JUN,723,,790,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Room 8,BAR-017,PNN,751,p,806,vv,Non-Cutting,6V-212,
FourCorners,5DL002,Room 8,BAR-019,PNN,720,p,790,vv,Non-Cutting,6V-212,
FourCorners,5DL002,,BAR-022,JUN,697,fp,759,vv,Non-Cutting,6V-212,
FourCorners,5DL165,#3,MVC-1809,JUN,315,nfp,555,vv,Non-Cutting,6V-174,
FourCorners,5DL2333,,CVM-3112,JUN,927,+/-,1013,vv,Non-Cutting,6V-356,
FourCorners,5DL2333,,CVM-3113,JUN,946,,1025,#NAME?,Non-Cutting,6V-356,
FourCorners,5DL2333,,CVM-3114,JUN,936,+/-,1001,#NAME?,Non-Cutting,6V-356,
FourCorners,5DL297,Pit Structure 1,BAR-045,JUN,581,,693,v,Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-046,JUN,494,p,691,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-047,JUN,412,fp,573,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-048,JUN,385,fp,613,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-049,JUN,502,p,687,#NAME?,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-050,JUN,373,p,524,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-051,JUN,524,p,690,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-052,JUN,456,p,694,r,Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-053,JUN,511,fp,692,#NAME?,Near Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-055,JUN,526,np,692,+r,Near Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-060,JUN,438,np,649,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-061,JUN,412,np,607,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 1,BAR-062,JUN,514,np,694,v,Cutting,6V-215,
FourCorners,5DL297,Pit Structure 2,BAR-056,JUN,547,p,682,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 2,BAR-057,JUN,357,np,594,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 2,BAR-058,JUN,513,p,672,vv,Non-Cutting,6V-215,
FourCorners,5DL297,Pit Structure 2,BAR-059,JUN,585,p,683,vv,Non-Cutting,6V-215,
FourCorners,5DL309,J-2,BAR-063,JUN,373,p,562,vv,Non-Cutting,6V-213,
FourCorners,5DL309,Pit Structure 1,BAR-035,JUN,459,p,676,r,Cutting,6V-213,
FourCorners,5DL309,Pithouse ,BAR-030,JUN,485,p,674,+r,Near Cutting,6V-213,
FourCorners,5DL309,SE Quad,BAR-037,JUN,510,p,676,r,Cutting,6V-213,
FourCorners,5DL310,Feature 11,BAR-038,JUN,552,,676,vv,Non-Cutting,6V-214,
FourCorners,5DL310,Feature 7,BAR-039,JUN,540,p,657,vv,Non-Cutting,6V-214,
FourCorners,5DL310,Pit Structure 2,BAR-041,JUN,429,,611,#NAME?,Non-Cutting,6V-214,
FourCorners,5DL310,Pit Structure 2,BAR-043,JUN,546,p,675,+r,Near Cutting,6V-214,
FourCorners,5DL310,Structure 2,"BAR-118, 139a,b",JUN,536,p,679,+r inc.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-119,JUN,502,p,684,#NAME?,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-120,JUN,570,+/-p,675,+r comp.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-121,JUN,502,+/-p,679,+r comp.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-122,JUN,560,p,685,v inc.,Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-123,JUN,562,+/-p,685,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,"BAR-124a,b",JUN,456,+/-p,689,v,Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-125,JUN,592,p,685,#NAME?,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-126,JUN,411,+/-,609,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,"BAR-127a,b",JUN,502,+/-p,686,v,Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-128,JUN,502,,649,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-129,JUN,501,+/-p,679,+r comp.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-130a-c,JUN,493,p,682,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-131,JUN,504,,674,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-132,JUN,548,+/-p,684,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-133,JUN,502,p,663,#NAME?,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,"BAR-134a,b",JUN,492,+/-p,665,#NAME?,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-135,JUN,431,,617,#NAME?,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-136,JUN,504,p,685,+r inc.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-137,JUN,582,p,685,rB inc.,Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-138,JUN,551,p,685,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-140,JUN,620,p,685,+r inc.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-141,JUN,552,,682,+r inc.,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-143,JUN,509,+/-p,677,#NAME?,Near Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,"BAR-144a,b",JUN,476,p,610,#NAME?,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5DL310,Structure 2,BAR-145,JUN,508,+/-p,689,vv,Non-Cutting,6V-214,Dove Creek Site
FourCorners,5MT00002,"EU18, tunnel fill",MTC-144,PNN,1140,p,1191,vv,Non-Cutting,6V-254,
FourCorners,5MT00002,"EU18, tunnel fill",MTC-145,JUN,1006,fp,1145,vv,Non-Cutting,6V-254,
FourCorners,5MT00002,"EU18, tunnel fill",MTC-147,PNN,1122,p,1191,r,Cutting,6V-254,
FourCorners,5MT00002,"Unit 9, House 1",MTC-129,JUN,1050,fp,1145,vv,Non-Cutting,6V-254,
FourCorners,5MT00002,"Unit 9, House 1",MTC-131,PNN,1129,p,1189,vv,Non-Cutting,6V-254,
FourCorners,5MT00003,East/West Baulk,MTC-081,PNN,495,fp,558,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,East/West Baulk,MTC-082,JUN,557,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,East/West Baulk,MTC-083,JUN,409,fp,505,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,East/West Baulk,MTC-084,JUN,549,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,"Excavation Unit 52, floor and firepit",MTC-052,PNN,885,,1072,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Excavation Unit 73, south recess",MTC-063,JUN,914,fp,1101,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Excavation Unit 73, south recess",MTC-064,PNN,1060,fp,1136,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,House 1,MTC-115,JUN,898,p,1042,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,House 1,MTC-116,JUN,701,+/-,845,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Stockade,MTC-067,JUN,869,,947,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Stockade,MTC-070,PNN,943,,1078,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Stockade,MTC-072,PNN,1033,,1106,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 106, House 1",MTC-128,PNN,1054,p,1118,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 17, House 2",MTC-121,JUN,457,fp,561,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 18, House 2",MTC-120,JUN,1047,fp,1125,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 18, House 2",MTC-122,JUN,974,fp,1115,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 37, House 2",MTC-125,JUN,889,+/-p,1117,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 40, House 2",MTC-124,PNN,949,fp,1048,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,"Unit 51, House 2",MTC-126,JUN,421,,513,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-073,JUN,504,fp,635,#NAME?,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-075,JUN,516,fp,637,#NAME?,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-076,JUN,417,fp,621,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-077,JUN,455,fp,528,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-078,JUN,404,fp,530,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 74,MTC-079,JUN,495,fp,633,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NS,MTC-111,JUN,491,p,634,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NS,MTC-113,JUN,438,+/-,596,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-085,JUN,579,fp,637,#NAME?,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-086,JUN,458,+/-,619,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-087,JUN,485,fp,631,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-090,JUN,552,fp,630,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-091,JUN,493,fp,630,r,Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-092,JUN,554,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-093,JUN,483,+/-,636,#NAME?,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-094,JUN,559,+/-p,632,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-095,JUN,575,fp,622,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-096,JUN,539,,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-097,JUN,605,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-098,PNN,553,p,638,r,Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-099,JUN,581,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-103,JUN,527,+/-p,635,+r,Near Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-104,JUN,487,fp,632,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80NW,MTC-105,JUN,492,fp,598,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80SE,MTC-107,JUN,466,fp,607,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80SE,MTC-108,JUN,503,fp,584,vv,Non-Cutting,6V-126,
FourCorners,5MT00003,Unit 80SE,MTC-114,JUN,555,fp,636,+r,Near Cutting,6V-126,
FourCorners,5MT00003,"Unit 99, tunnel",MTC-119,JUN,737,fp,876,#NAME?,Non-Cutting,6V-126,
FourCorners,5MT00027,,CCC-1730,JUN,970,+/-,1116,vv,Non-Cutting,6V-304,
FourCorners,5MT00135,Structure 3,CCC-1743,JUN,1084,+/-p,1203,vv,Non-Cutting,6V-304,
FourCorners,5MT00182,,CCC-1746,JUN,1151,+/-,1214,vv,Non-Cutting,6V-304,
FourCorners,5MT01250,"Feature 4, firepit",UMR-205,JUN,409,p,538,vv,Non-Cutting,6V-157,
FourCorners,5MT01250,"Feature 4, firepit",UMR-212,JUN,297,+/-,417,vv,Non-Cutting,6V-157,
FourCorners,5MT01250,"Feature 4, firepit",UMR-216,JUN,182,,520,vv,Non-Cutting,6V-157,
FourCorners,5MT01250,"Feature 7, firepit",UMR-217,JUN,339,,576,vv,Non-Cutting,6V-157,
FourCorners,5MT01253,Kiva 1,UMR-001,JUN,1050,fp,1159,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-007,JUN,1069,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-008,JUN,1083,,1229,v,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-009,JUN,1186,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-010,JUN,1155,,1222,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-013,JUN,1124,,1211,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-014,JUN,1121,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-015,JUN,1190,p,1222,v,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-017,JUN,1125,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-018,JUN,873,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-019,JUN,1154,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-022,JUN,1120,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-024,JUN,1132,fp,1232,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-025,JUN,1045,,1231,v,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-028,JUN,1113,,1212,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-032,JUN,1056,,1255,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-033,JUN,890,p,1175,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-035,JUN,1166,p,1234,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-036,JUN,1103,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-038,JUN,725,,1140,#NAME?,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-039,JUN,1090,p,1206,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-040,JUN,815,np,1201,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-041,JUN,1119,p,1215,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-042,JUN,1076,p,1208,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-043,JUN,959,p,1155,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-044,JUN,1068,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-045,JUN,1087,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-046,JUN,1160,p,1231,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-047,JUN,1114,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-048,JUN,1123,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-049,JUN,1045,fp,1230,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-051,JUN,1064,p,1181,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-052,JUN,1163,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-054,JUN,1099,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-055,JUN,1181,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-057,JUN,1190,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-058,JUN,910,,1194,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-059,JUN,964,np,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-060,JUN,998,p,1224,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-061,JUN,1154,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-062,JUN,1124,,1212,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-063,JUN,1125,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-064,JUN,843,fp,1155,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-065,JUN,1085,p,1205,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-066,JUN,1115,p,1211,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-067,JUN,1119,p,1232,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-069,JUN,1102,,1215,v,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-070,JUN,1140,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-072,JUN,1095,p,1214,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-073,JUN,1170,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-074,JUN,1191,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-076,PNN,1127,p,1212,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-077,JUN,1165,p,1226,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-078,JUN,1180,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-079,JUN,1127,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-080,JUN,810,p,1042,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-081,JUN,1095,,1215,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-083,JUN,862,p,1143,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-084,JUN,1170,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-085,JUN,1145,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-086,JUN,1152,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-088,JUN,1199,r,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-089,JUN,1130,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-090,JUN,773,,926,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-092,JUN,1164,p,1212,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-094,JUN,1190,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-096,JUN,963,p,1140,#NAME?,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-097,JUN,1124,p,1228,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-098,JUN,1064,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-101,JUN,1161,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-102,JUN,1079,p,1215,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-103,JUN,1184,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-105,JUN,1065,p,1211,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-107,JUN,1149,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-108,JUN,1163,,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-110,JUN,1189,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-111,JUN,1117,p,1197,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-112,JUN,402,p,677,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-113,JUN,1185,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-115,JUN,1189,p,1233,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-116,JUN,971,p,1153,#NAME?,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-117,JUN,1102,p,1212,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-118,JUN,840,p,1142,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-119,JUN,1065,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-120,JUN,1131,p,1228,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-121,JUN,1114,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-122,JUN,1179,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-123,JUN,793,fp,952,vv,Non-Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-124,JUN,1018,,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-125,JUN,1050,p,1231,r,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-127,JUN,1162,p,1233,rB,Cutting,6V-155,
FourCorners,5MT01253,Kiva 1,UMR-128,JUN,815,p,1132,vv,Non-Cutting,6V-155,
