VEP_Site_Name,VEP_Trinomial,VEP_LA_number,Boc_Site_Name,Boc_Site_Number,Boc_SiteID,Canon_Site_Name,Canon_Trinomial,Canon_LA_Number,Canon_SiteID,Aliases,Study Area,GIVE UP!,Comment,Canon Complete?
,,,Mud Springs,5MT4466,787,Mud Springs,5MT4466,,787,,CMV,,,Yes
Mud Springs A,5MT4466A,,,,,Mud Springs,5MT4466,,787,,CMV,,,Yes
Mud Springs B,5MT4466B,,,,,Mud Springs,5MT4466,,787,,CMV,,,Yes
Weasel Pueblo,5MT5106,,Weasel Pueblo,5MT5106,788,Weasel Pueblo,5MT5106,,788,,CMV,,,Yes
Singing Shelter,5MT4683,,Singing Shelter,5MT4683,789,Singing Shelter,5MT4683,,789,,CMV,,,Yes
Pueblo de las Golondrinas,5MT5107,,Pueblo de las Golondrinas,5MT5107,790,Pueblo de las Golondrinas,5MT5107,,790,,CMV,,,Yes
Nuthatch Hamlet,5MT5863,,Nuthatch Hamlet,5MT5863,791,Nuthatch Hamlet,5MT5863,,791,,CMV,,,Yes
,5MT3994,,,5MT3994,792,,5MT3994,,792,,CMV,,,Yes
,,,Mbap 1786,,793,Mbap 1786,,,793,,CMV,Yes,,Issue
,,,,5MT2826,794,,5MT2826,,794,,CMV,,,Yes
Dykeman Cross Canyon Site,5MT8371,,Dykeman Cross Canyon Site,5MT8371,795,Dykeman Cross Canyon Site,5MT8371,,795,,CMV,,,Yes
Aulston Pueblo,5MT2433,,Aulston Pueblo,5MT2433,796,Aulston Pueblo,5MT2433,,796,,CMV,,,Yes
,5MT8794,,,5MT8794,797,,5MT8794,,797,,CMV,,,Yes
Shallow House,5MT8822,,Shallow House,5MT8822,798,Shallow House,5MT8822,,798,,CMV,,,Yes
Norton House,5MT8839,,Norton House,5MT8839,799,Norton House,5MT8839,,799,,CMV,,,Yes
Dobbins Stockade,5MT8827,,Dobbins Stockade,5MT8827,800,Dobbins Stockade,5MT8827,,800,,CMV,,,Yes
Casa Bisecada,5MT8829,,Casa Bisecada,5MT8829,801,Casa Bisecada,5MT8829,,801,,CMV,,,Yes
Bindweed House,5MT8834,,Bindweed House,5MT8834,802,Bindweed House,5MT8834,,802,,CMV,,,Yes
Chameleon House,5MT8836,,Chameleon House,5MT8836,803,Chameleon House,5MT8836,,803,,CMV,,,Yes
Dos Bobos Hamlet,5MT8837,,Dos Bobos Hamlet,5MT8837,804,Dos Bobos Hamlet,5MT8837,,804,,CMV,,,Yes
Little Cahone Hamlet,5MT8838,,Little Cahone Hamlet,5MT8838,805,Little Cahone Hamlet,5MT8838,,805,,CMV,,,Yes
,5MT4587,,,5MT4587,806,,5MT4587,,806,,CMV,,,Yes
,,,Mesa Verde 3841 (Nps),,807,,5MV3841,,,,CMV,,,Yes
Shields Pueblo,5MT3807,,Shields Pueblo,5MT3807,808,Shields Pueblo,5MT3807,,808; 1267,,CMV,,,Yes
,,,Shields,,1267,Shields Pueblo,5MT3807,,808; 1267,,CMV,,,Yes
SHIELDS RUIN NO 2,5MT3802,,,,,Shields Ruin 2,5MT3802,,,,CMV,,,Yes
,,,,5MT2,809,,5MT2,,,,CMV,,,Yes
,5MT2-1,,,,,,5MT2,,,,CMV,,,Yes
,5MT2-2,,,,,,5MT2,,,,CMV,,,Yes
Roundtree Pueblo,5MT2544,,Roundtree Pueblo,5MT2544,810,Roundtree Pueblo,5MT2544,,810,,CMV,,,Yes
Knobby Knee Stockade,5MT2525,,Knobby Knee Stockade,5MT2525,811,Knobby Knee Stockade,5MT2525,,811,,CMV,,,Yes
ECHO HOUSE,5MV1045,,ECHO HOUSE,5MV1045,816,Echo House,5MV1045,,816,,CMV,,,Yes
Mug House,5MV1229,,Mug House,5MV1229,819,Mug House,5MV1229,,819,,CMV,,,Yes
RUIN 12 (NORDENSKIOLD)~GILA PUEBLO 147,5MV1321,,Mesa Verde Ruin 12,5MV1321,824,,5MV1321,,824,Mesa Verde Ruin 12; Nordenskiold 12; Gila Pueblo 147,CMV,,,Yes
Sun Temple Ridge Community;GILA PUEBLO 26?,5MV125,,Mesa Verde Ruin 16,5MV125,825,,5MV125,,825,Mesa Verde Ruin 16; Gila Pueblo 26?,CMV,,,Yes
RUIN 20 1/2; Site 20 1/2,5MV1449,,20 1/2 House,5MV1449,827,20 1/2 House,5MV1449,,827,Ruin 20 1/2; Site 20 1/2; 20 1/2 House,CMV,,,Yes
,,,Mesa Verde 20 1/2,,215,20 1/2 House,5MV1449,,,Ruin 20 1/2; Site 20 1/2; 20 1/2 House,CMV,,,Yes
,,,Mitchell Springs Ruin,5MT10991,829,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991A,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991B,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991C,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991D,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991F,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991G,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991H,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991J,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991L,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991M,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991N,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991P,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991Q,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991R,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991S,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991T,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT10991U,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs E,5MT10991E,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs O,5MT10991O,,,,,Mitchell Springs Ruin,5MT10991,,,,CMV,,,Yes
Mitchell Springs,5MT12598,,,,,,5MT12598,,,Mitchell Springs,CMV,,,Issue
Pock/Pigge Site,5MT4802,,Pigge Site,5MT4802,830,Pigge Site,5MT4802,,830,,CMV,,,Yes
,,,North Pigge Site (6v-305),5MT4802,951,Pigge Site,5MT4802,,,,CMV,,,Yes
Pock Site,5MT10851,,Pock 1 Site,5MT10851,831,Pock's Garden Site,5MT10851,,,,CMV,,,Yes
,,,Pock Site,5MT13535,952,Pock Site,5MT13535,,952,,CMV,,,Yes
,,,Site 430 Hovenweep,,861,,5MT430,,,,CMV,,,Yes
,,,Hovenweep Group Sites,HOV-626,871,,,,,,CMV,Yes,,Issue
Upper Hovenweep Isolated Kiva Complex,,,,,,,,,,,CMV,,,Issue
HOVENWEEP ARCHAEOLOGICAL DISTRICT,5MT8494,,,,,,5MT8494,,,HOVENWEEP ARCHAEOLOGICAL DISTRICT,CMV,,,Issue
HOVENWEEP ARCHAEOLOGICAL DISTRICT,5MT8495,,,,,,5MT8495,,,HOVENWEEP ARCHAEOLOGICAL DISTRICT,CMV,,,Issue
Hovenweep Mesa Top,5MT1648,,,,,,5MT1648,,,Hovenweep Mesa Top,CMV,,,Issue
HOVENWEEP V,5MT4292,,,,,,5MT4292,,,HOVENWEEP V,CMV,,,Issue
HOVENWEEP V,5MT4293,,,,,,5MT4293,,,HOVENWEEP V,CMV,,,Issue
HOVENWEEP V,5MT4294,,,,,,5MT4294,,,HOVENWEEP V,CMV,,,Issue
HOVENWEEP VI,5MT4295,,,,,,5MT4295,,,HOVENWEEP VI,CMV,,,Issue
HOVENWEEP VI,5MT4296,,,,,,5MT4296,,,HOVENWEEP VI,CMV,,,Issue
HOVENWEEP VI,5MT4297,,,,,,5MT4297,,,HOVENWEEP VI,CMV,,,Issue
HOVENWEEP VII,5MT4298,,,,,,5MT4298,,,HOVENWEEP VII,CMV,,,Issue
HOVENWEEP X,5MT4305,,,,,,5MT4305,,,HOVENWEEP X,CMV,,,Issue
HOVENWEEP X,5MT4306,,,,,,5MT4306,,,HOVENWEEP X,CMV,,,Issue
HOVENWEEP XI,5MT4309,,,,,,5MT4309,,,HOVENWEEP XI,CMV,,,Issue
HOVENWEEP XI,5MT4310,,,,,,5MT4310,,,HOVENWEEP XI,CMV,,,Issue
HOVENWEEP XI,5MT4311,,,,,,5MT4311,,,HOVENWEEP XI,CMV,,,Issue
HOVENWEEP XII,5MT4312,,,,,,5MT4312,,,HOVENWEEP XII,CMV,,,Issue
Jackson's Hovenweep Castle,5MT10853,,,,,,5MT10853,,,Jackson's Hovenweep Castle,CMV,,,Issue
LUEBBEN'S SITE,5MV981,,Luebben's Lancaster Site,YH-1,879,Onion Draw,5MV981,,879,YH-1; Lancaster Site,CMV,,,Yes
,,,Watson Site,YH-3,880,,,,,,CMV,Yes,,Issue
WATSON AND FRANKE 11,5MV1109,,,,,,,,,,CMV,,,Issue
Watson's ruin #7,5MV1169,,,,,,,,,,CMV,,,Issue
Watson's ruin #9,5MV1180,,,,,,,,,,CMV,,,Issue
WATSON'S RUIN 10,5MV1106,,,,,,,,,,CMV,,,Issue
Head of Long Canyon;WATSON'S NO.3 AND 4~FRANKE AND WATSON'S 3 AND 4,5MV1157,,,,,,,,,,CMV,,,Issue
Head of Long Canyon;Watson's Ruin #2,5MV1160,,,,,,,,,,CMV,,,Issue
Head of Long Canyon;Watson's Ruin #5,5MV1153,,,,,,,,,,CMV,,,Issue
Head of Long Canyon;Watson's Ruin #6,5MV1159,,,,,,,,,,CMV,,,Issue
,,,Ismay Site,YH-4,881,The Ismay Site,5MT2715,,,YH-4,CMV,,,Yes
ISMAY PUEBLO,5MT11504,,,,,,,,,,CMV,,,Issue
THE ISMAY SITE,5MT2715,,,,,,,,,,CMV,,,Issue
,,,,YH-5,882,,,,882,YH-5,CMV,Yes,,Issue
,,,,YH-6,883,,,,883,YH-6,CMV,Yes,,Issue
GRINNELL SITE,5MT13510,,GRINNELL SITE,YH-8,884,Grinnell Site,5MT13510,,884,YH-8,CMV,,,Yes
Dripping Springs Stockade,5MT2527,,Dipping Springs Stockade,5MT2527,890,Dipping Springs Stockade,5MT2527,,890,,CMV,,,Yes
Weevil House,5MT9360,,Weevil House,5MT9360,891,Weevil House,5MT9360,,891,,CMV,,,Yes
Forest Frenzy Complex,5MT9368,,Forest Frenzy Complex,5MT9368,892,Forest Frenzy Complex,5MT9368,,892,,CMV,,,Yes
,5MV2081,,Mesa Verde 2081,5MV2081,894,,5MV2081,,894,Mesa Verde 2081,CMV,,,Yes
,,,Coffee Pithouse,,895,Coffee Pithouse,,,895,,CMV,,,Yes
Hanson Pueblo,5MT3876,,Hanson Pueblo,5MT3876,896,Hanson Pueblo,5MT3876,,896,,CMV,,,Yes
,5MV1193,,Mesa Verde 1193,5MV1193,897,,5MV1193,,897,Mesa Verde 1193,CMV,,,Yes
,5MV1195,,Mesa Verde 1195,5MV1195,898,,5MV1195,,898,Mesa Verde 1195,CMV,,,Yes
,5MV1996,,Mesa Verde 1996,5MV1996,899,,5MV1996,,899,Mesa Verde 1996,CMV,,,Yes
,5MV3772,,Mesa Verde 3772,5MV3772,900,,5MV3772,,900,Mesa Verde 3772,CMV,,,Yes
,,,,5MT10207,901,,5MT10207,,901,,CMV,,,Yes
,,,,5MT7723,902,,5MT7723,,902,,CMV,,,Yes
,,,,5MT8943,903,,5MT8943,,903,,CMV,,,Yes
,,,,5MT10206,904,,5MT10206,,904,,CMV,,,Yes
,,,,5MT5376,905,,,,,,CMV,,,Yes
,5MT8899,,,5MT8899,906,,5MT8899,,906,,CMV,,,Yes
,5MT8937,,,5MT8937,909,,5MT8937,,909,,CMV,,,Yes
,5MT8938,,,5MT8938,910,,5MT8938,,910,,CMV,,,Yes
,5MT9072,,,5MT9072,911,,5MT9072,,911,,CMV,,,Yes
,5MT5815,,,5MT5815,912,,5MT5815,,912,,CMV,,,Yes
Seven Towers Pueblo,5MT1000,,Seven Towers Pueblo,5MT1000,914,Seven Towers Pueblo,5MT1000,,914,,CMV,,,Yes
Lester's Site,5MT10246,,Lester's Site,5MT10246,915,Lester's Site,5MT10246,,915,,CMV,,,Yes
Lookout House,5MT10459,,Lookout House,5MT10459,916,Lookout House,5MT10459,,916,,CMV,,,Yes
G & G Hamlet,5MT11338,,G & G Hamlet,5MT11338,917,G & G Hamlet,5MT11338,,917,,CMV,,,Yes
Woods Canyon Pueblo,5MT11842,,Woods Canyon Pueblo,5MT11842,918,Woods Canyon Pueblo,5MT11842,,918,,CMV,,,Yes
Woods Canyon Reservoir,5MT12086,,Woods Canyon Reservoir,5MT12086,919,Woods Canyon Reservoir,5MT12086,,919,,CMV,,,Yes
Vision House,5MT127,,Vision House,5MT127,920,Vision House,5MT127,,920,,CMV,,,Yes
,5MT135,,,5MT135,921,,5MT135,,921,,CMV,,,Yes
Cougar Cub Alcove,5MT1690,,Cougar Cub Alcove,5MT1690,922,Cougar Cub Alcove,5MT1690,,922,,CMV,,,Yes
Mad Dog Tower,5MT181,,Mad Dog Tower,5MT181,923,Mad Dog Tower,5MT181,,923,,CMV,,,Yes
,5MT182,,,5MT182,924,,5MT182,,924,,CMV,,,Yes
Castle Rock Pueblo,5MT1825,,Castle Rock Pueblo,5MT1825,925,Castle Rock Pueblo,5MT1825,,925,,CMV,,,Yes
,5MT261,,,5MT261,926,,5MT261,,926,,CMV,,,Yes
Saddlehorn Hamlet (PIII comp.),5MT262,,Saddlehorn Hamlet,5MT262,927,Saddlehorn Hamlet,5MT262,,927,,CMV,,,Yes
Duckfoot Site,5MT3868,,Duckfoot,5MT3868,928,Duckfoot Site,5MT3868,,928,,CMV,,,Yes
Green Lizard Site,5MT3901,,Green Lizard Site,5MT3901,929,Green Lizard Site,5MT3901,,929,,CMV,,,Yes
Shorlene's Site,5MT3918,,Shorlene's Site,5MT3918,930,Shorlene's Site,5MT3918,,930,,CMV,,,Yes
Roy's Ruin,5MT3930,,Roy's Ruin,5MT3930,931,Roy's Ruin,5MT3930,,931,,CMV,,,Yes
ROY RETHERFORDS RUIN,5MT276,,,,,Roy Retherford's Ruin,5MT276,,,,CMV,,,Yes
Lillian's Site,5MT3936,,Lillian's Site,5MT3936,932,Lillian's Site,5MT3936,,932,,CMV,,,Yes
Troy's Tower,5MT3951,,Troy's Tower,5MT3951,933,Troy's Tower,5MT3951,,933,,CMV,,,Yes
Catherine's Site,5MT3967,,Catherine's Site,5MT3967,934,Catherine's Site,5MT3967,,934,,CMV,,,Yes
Kenzie Dawn Hamlet,5MT5152,,Kenzie Dawn Hamlet,5MT5152,936,Kenzie Dawn Hamlet,5MT5152,,936,,CMV,,,Yes
Sand Canyon Pueblo,5MT765,,Sand Canyon Pueblo,5MT765,937,Sand Canyon Pueblo,5MT765,,937,,CMV,,,Yes
,,,Goodman Point Spur Sites,,938,Goodman Point Spur Sites,,,938,,CMV,,,Yes
,5MT9924,,,5MT9924,939,,5MT9924,,939,,CMV,,,Yes
,5MT9942,,,5MT9942,940,,5MT9942,,940,,CMV,,,Yes
,5MT9943,,,5MT9943,941,,5MT9943,,941,,CMV,,,Yes
,5MT10010,,,5MT10010,942,,5MT10010,,942,,CMV,,,Yes
Casa Negra,5MT3925,,Casa Negra,5MT3925,943,Casa Negra,5MT3925,,943,,CMV,,,Yes
,,,Coffey Pithouse #2,,944,Coffey Pithouse #2,,,944,,CMV,,,Yes
Puzzle House,5MT11787,,Puzzle House,5MT11787,945,Puzzle House,5MT11787,,945,,CMV,,,Yes
,5MT9934,,,5MT9934,946,,5MT9934,,946,,CMV,,,Yes
,5MT9933,,,5MT9933,947,,5MT9933,,947,,CMV,,,Yes
,5MT8651,,,5MT8651,948,,5MT8651,,948,,CMV,,,Yes
,5MT9541,,,5MT9541,949,,5MT9541,,949,,CMV,,,Yes
Seed Jar Site,5MT3892,,Seed Jar Site,5MT3892,950,Seed Jar Site,5MT3892,,950,,CMV,,,Yes
,,,,5MT12042,953,,5MT12042,,953,,CMV,,,Yes
Ladle House,5MT3873,,Ladle House,5MT3873,954,Ladle House,5MT3873,,954,,CMV,,,Yes
Dancing Man Site,5MT9343,,Dancing Man Hamlet,5MT9343,955,Dancing Man Hamlet,5MT9343,,955,Dancing Man Site,CMV,,,Yes
Milagro Pueblo,5MT13091,,Milagro Pueblo,5MT13091,956,Milagro Pueblo,5MT13091,,956,,CMV,,,Yes
,5MT11950,,,5MT11950,958,,5MT11950,,958,,CMV,,,Yes
Stix and Leaves Pueblo,5MT11555,,Stix and Leaves Pueblo,5MT11555,959,Stix and Leaves Pueblo,5MT11555,,959,,CMV,,,Yes
,5MT4454,,,5MT4454,960,,5MT4454,,960,,CMV,,,Yes
,5MT5458,,,5MT5458,961,,5MT5458,,961,,CMV,,,Yes
,5MT5498,,,5MT5498,962,,5MT5498,,962,,CMV,,,Yes
RUIN 13 (NORDENSKIOLD)>GILA PUEBLO 148?,5MV1320,,Mesa Verde 13,5MV1320,966,,5MV1320,,966,Mesa Verde 13,CMV,,,Yes
GILA PUEBLO 125~RUIN 16 (NORDENSKIOLD),5MV1241,,Mesa Verde 16,5MV1241,967,,5MV1241,,967,Mesa Verde 16,CMV,,,Yes
STEP HOUSE~RUIN 21 (NORDENSKIOLD)~GILA PUEBLO 134,5MV1285,,Step House,5MV1285,968,Step House,5MV1285,,968,Nordenskiold 21; Gila Pueblo 134,CMV,,,Yes
,5MV1253,,Mesa Verde Site 1253,5MV1253,969,,5MV1253,,969,Mesa Verde Site 1253,CMV,,,Yes
,5MV1302,,Mesa Verde Site 1302,5MV1302,970,,5MV1302,,970,Mesa Verde Site 1302,CMV,,,Yes
PLANK HOUSE,5MV1355,,PLANK HOUSE,5MV1355,971,Plank House,5MV1355,,971,,CMV,,,Yes
,5MV1364,,Mesa Verde Site 1364,5MV1364,972,,5MV1364,,972,Mesa Verde Site 1364,CMV,,,Yes
,5MV1365,,Mesa Verde 1365 (6v-108),5MV1365,973,,5MV1365,,973,Mesa Verde 1365 (6v-108),CMV,,,Yes
,5MV1368,,Mesa Verde Site 1368,5MV1368,974,,5MV1368,,974,Mesa Verde Site 1368,CMV,,,Yes
,5MV1370,,Mesa Verde Site 1370,5MV1370,975,,5MV1370,,975,Mesa Verde Site 1370,CMV,,,Yes
DOUBLE HOUSE~RUIN 14 (NORDENSKIOLD),5MV1385,,Double House,5MV1385,976,Double House,5MV1385,,976,Nordenskiold 14,CMV,,,Yes
FULLER BRUSH HOUSE,5MV1445,,FULLER BRUSH HOUSE,5MV1445,977,Fuller Brush House,5MV1445,,977,,CMV,,,Yes
DANIEL'S HOUSE,5MV1448,,DANIEL'S HOUSE,5MV1448,978,Daniel's House,5MV1448,,978,,CMV,,,Yes
BADGER HOUSE,5MV1452,,Badger House (Site 1452),5MV1452,979,Badger House,5MV1452,,979,Site 1452,CMV,,,Yes
BIG JUNIPER HOUSE,5MV1595,,Big Juniper House (Site 1595),5MV1595,980,Big Juniper House,5MV1595,,980,Site 1595,CMV,,,Yes
,5MV1644,,Mesa Verde Site 1644,5MV1644,981,,5MV1644,,981,Mesa Verde Site 1644,CMV,,,Yes
Two Raven House,5MV1645,,Two Raven House (Site 1645),5MV1645,982,Two Raven House,5MV1645,,982,Site 1645,CMV,,,Yes
,,,,5MV1706,984,,5MV1706,,984,,CMV,,,Yes
,,,Mesa Verde 1990(Nps),,235,,5MV1990,,,,CMV,,,Yes
,,,Mesa Verde Site 1990,5MV1990,988,,5MV1990,,,,CMV,,,Yes
Albert Porter Pueblo,5MT123,,Albert Porter Pueblo,5MT123,989,Albert Porter Pueblo,5MT123,,989,,CMV,,,Yes
Albert S. Porter,5MT6714,,,,,Albert Porter Pueblo,5MT6714,,989,,CMV,,,Yes
,,,,LA100791,1028,,,LA100791,1028,,NRG,,,Yes
FIRE TEMPLE~PAINTED HOUSE~RUIN 27~PAINTED HOUSE;Fire Temple Complex,5MV520,,Fire Temple,,1031,Fire Temple,5MV520,,1031,Painted House; Fire Temple Complex; Nordenskiold (?) 27,CMV,,,Yes
Fire Shrine House,5MT743,,,,,Fire Shrine House,5MT743,,,,CMV,,,Yes
FIRE TEMPLE ANNEX,5MV521,,,,,Fire Temple Annex,5MV521,,,,CMV,,,Yes
,,,,LA82977,1034,,,LA82977,1034,,NRG,,,Yes
,,,Encierro Canyon Pueblito,,1127,Encierro Canyon Pueblito,,,1127,,NRG,,,Yes
,,,Ghost Ranch 2,LA1370,1140,Ghost Ranch 2,,LA1370,1140,,NRG,,,Yes
,,25379,Abiquiu Reservoir,AR-121,1142,,,LA25379,,AR-121,NRG,,,Yes
,,,,,,,,LA25391,,AR-133,NRG,,GNM-371; GNM-372,Yes
Abiquiu Canyon,,55882,,,,,,,,,NRG,,,Issue
Abiquiu Ruin,,275,,,,,,,,,NRG,,,Issue
,,,The Blastview Site,LA38528,1186,The Blastview Site,,LA38528,1186,,NRG,,,Yes
Shohakka,,3840,Shohakka Pueblo,LA3840,1190,Shohakka Pueblo,,LA3840,1190,,NRG,,,Yes
,,,Old Town Ruin,LA1113,1212,Old Town Ruin,,LA1113,1212,,NRG,,,Yes
,,,"Greer Ranch, Log Cabin","LA116, 340",1295,"Greer Ranch, Log Cabin","LA116, 340",,1295,,NRG,,,Yes
,,,Palacito Del Baranco,"LA114, 345",1297,Palacito Del Baranco,"LA114, 345",,1297,,NRG,,,Yes
,,119,"Pecos 540, Homestead",LA119,1307,"Pecos 540, Homestead",,LA119,1307,,NRG,,,Yes
,,,"1620 Cerro Gordo, Santa Fe Nm",LA104213,1319,,,LA104213,1319,"1620 Cerro Gordo, Santa Fe Nm",NRG,,,Yes
,,,Homestead Bridge,LA89826,1339,Homestead Bridge,,LA89826,1339,,NRG,,,Yes
,,,Sanchez Y Montoya Homestead,LA21334,1340,Sanchez Y Montoya Homestead,,LA21334,1340,,NRG,,,Yes
,,,,LA89770,1341,,,LA89770,1341,,NRG,,,Yes
,,,Anchor Ranch,LA16808,1342,,,LA16808,1342,,NRG,,,Yes
,,,,LA85407,1343,,,LA85407,1343,,NRG,,,Yes
,,,Vigil Y Montoya Homestead,LA70028,1344,Vigil Y Montoya Homestead,,LA70028,1344,,NRG,,,Yes
,,,"Santa Fe, 525 Tony Street",LA114262,1369,,,LA114262,1369,"525 Tony Street, Santa Fe, NM",NRG,,,Yes
,,,Tsogue Site,LA746,1404,Tsogue Site,,LA746,1404,,NRG,,,Yes
Dead Dog Site,5MT11861,,Dead Dog Hamlet,5MT11861,1449,Dead Dog Hamlet,5MT11861,,1449,Dead Dog Site,CMV,,,Yes
,5MT7522,,Humming Bird Pueblo,5MT7522,1450,Humming Bird Pueblo,5MT7522,,1450,,CMV,,,Yes
Rabbit Site,5MT9168,,Rabbit Site,5MT9168,1451,Rabbit Site,5MT9168,,1451,,CMV,,,Yes
,5MT2564,,,5MT2564,1452,,5MT2564,,1452,,CMV,,,Yes
,5MT9949,,,5MT9949,1453,,5MT9949,,1453,,CMV,,,Yes
,5MT8653,,,5MT8653,1454,,5MT8653,,1454,,CMV,,,Yes
,5MT9863,,,5MT9863,1455,,5MT9863,,1455,,CMV,,,Yes
,5MT9873,,,5MT9873,1456,,5MT9873,,1456,,CMV,,,Yes
,5MT9948,,,5MT9948,1516,,5MT9948,,1516,,CMV,,,Yes
Arroyo Hondo,,12,Arroyo Hondo,LA12,1541,Arroyo Hondo,,LA12,1541,,NRG,,,Yes
North Bank Site,,6462,North Bank Site,LA6462,1546,North Bank Site,,LA6462,1546,,NRG,,,Yes
,,,Cochiti Dam Group Sites,LA6455,1547,Cochiti Dam Group Sites,,LA6455,1547,,NRG,,,Yes
Cundiyo,,31,Cundiyo,,1548,Cundiyo,,LA31,1548,,NRG,,,Yes
,,50972,Bandelier Group M,LA50972,1551,Bandelier Group M,,LA50972,1551,,NRG,,,Yes
Hupobi/Homayo,,380,Hupobi,,1556,Hupobi,,LA380,1556,Humayo,NRG,,,Yes
Kotyiti,,84,Kotyiti,,1558,Kotyiti,,LA84,1558,,NRG,,,Yes
Kotyiti,,295,Kotyiti,,1558,Kotyiti,,LA295,,,NRG,,,Yes
,,8681,Fulton's 190,LA8681,1562,Fulton's 190,,LA8681,1562,,NRG,,,Yes
Tesuque Valley,,742,,LA742,1565,Tesuque Valley,,LA742,1565,,NRG,,,Yes
Saltbush Pueblo,,4997,Saltbush Pueblo,LA4997,1569,Saltbush Pueblo,,LA4997,1569,,NRG,,,Yes
Kiva house,,12119,50 Cent House,LA12119,1584,50 Cent House,,LA12119,1584,Kiva House,NRG,,,Yes
,,12121,Cochiti Salvage,LA12121,1585,Cochiti Salvage,,LA12121,1585,,NRG,,,Yes
KP Site,,46300,K P Site,LA46300,1595,KP Site,,LA46300,1595,,NRG,,,Yes
,,,5 Mt 10969,5MT10969 (Colorado),1598,,5MT10969,,1598,,CMV,,,Yes
Mocho site,,191,Mocho,LA191,1602,Mocho,,LA191,1602,,NRG,,,Yes
Nambe,,17,Nambé Pueblo,LA17,1603,Nambé Pueblo,,LA17,1603,,NRG,,,Yes
,,,Nambé Falls Group #6,LA108503,1604,Nambé Falls Group #6,LA108503,,,,NRG,,,Yes
,,,Nambé Falls Group #7,LA108503,1605,Nambé Falls Group #7,LA108504,,,,NRG,,,Yes
,,,Nambé Falls Group #1,LA108498,1606,Nambé Falls Group #1,,LA108498,1606,,NRG,,,Yes
,,235,Pena Negra,LA235,1608,Pena Negra,,LA235,1608,,NRG,,,Yes
Ponsipa-akeri,,297,Ponsipa,LA297,1609,Ponsipa,,LA297,1609,Ponsipa-akeri,NRG,,,Yes
Santo Nino,,64677,Santo Nino Site,LA64677,1614,Santo Nino Site,,LA64677,1614,,NRG,,,Yes
Tsama (Central and East),,908,Tsama,LA908,1622,Tsama,,LA908,1622,East Tsama; Central Tsama; Central and East Tsama,NRG,,,Yes
Tsama (West),,909,,,,West Tsama,,LA909,,,NRG,,,Yes
Tsankawi,,211,Tsankawi,LA211,1623,Tsankawi,,LA211,1623,,NRG,,,Yes
Tesuque Williams I,,6560,Tesuque Williams I,LA6550,1628,Tesuque Williams I,,LA6550,1628,,NRG,,,Yes
Tsirege,,170,Tsirege,LA170,1629,Tsirege,,LA170,1629,,NRG,,,Yes
Goodman Point Pueblo,5MT604,,Goodman Point Pueblo,5MT604,1643,Goodman Point Pueblo,5MT604,,1643,,CMV,,,Yes
Upper Arroyo Hondo,,76,Upper Arroyo Hondo,LA76,1644,Upper Arroyo Hondo,,LA76,1644,,NRG,,,Yes
Nake'muu,,12655,,,,Nake'muu,,LA12655,,,NRG,,,Yes
Navahuu,,21430,,,,Navahuu,,LA21430,,,NRG,,,Yes
NAVAJO WATCH TOWER~NAVAJO TOWER~RUIN 24 (NORDENSKIOLD)?,5MV1044,,,,,Navajo Watch Tower,5MV1044,,,Navajo Tower; Nordenskiold 24,CMV,,,Yes
Navawi,,214,,,,Navawi,,LA214,,,NRG,,,Yes
Navawi II,,257,,,,Navawi II,,LA257,,,NRG,,,Yes
NE CORNER SITE,5MT13042,,,,,NE Corner Site,5MT13042,,,,CMV,,,Yes
Needlepoint Site,5MT3895,,,,,Needlepoint Site,5MT3895,,,,CMV,,,Yes
